Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price,Title,SubTitle
8,0,The Queen's Castle*Mirror Chamber,3,67,Amethyst,Rare,$1.51,$5.30,The Queen's Castle,Mirror Chamber
8,1,The Sorcerer's Tower*Wondrous Workspace,3,68,Amethyst,Uncommon,$0.17,$0.82,The Sorcerer's Tower,Wondrous Workspace
9,0,Cubby*Mighty Lost Boy,3,69,Emerald,Common,$0.04,$0.11,Cubby,Mighty Lost Boy
11,1,Cursed Merfolk*Ursula's Handiwork,3,70,Emerald,Rare,$3.59,$7.97,Cursed Merfolk,Ursula's Handiwork
8,2,Don Karnage*Prince of Pirates,3,71,Emerald,Common,$0.06,$0.16,Don Karnage,Prince of Pirates
8,4,Flotsam*Riffraff,3,72,Emerald,Common,$0.03,$0.14,Flotsam,Riffraff
8,1,Friar Tuck*Priest Of Nottingham,3,73,Emerald,Uncommon,$0.06,$0.32,Friar Tuck,Priest Of Nottingham
9,1,Helga Sinclair*Femme Fatale,3,74,Emerald,Super Rare,$0.16,$0.60,Helga Sinclair,Femme Fatale
9,2,Helga Sinclair*Vengeful Partner,3,75,Emerald,Rare,$0.13,$0.41,Helga Sinclair,Vengeful Partner
8,1,Jetsam*Riffraff,3,76,Emerald,Common,$0.04,$0.12,Jetsam,Riffraff
9,2,Kit Cloudkicker*Tough Guy,3,77,Emerald,Uncommon,$0.14,$0.47,Kit Cloudkicker,Tough Guy
8,1,Lyle Tiberius Rourke*Cunning Mercenary,3,78,Emerald,Super Rare,$0.44,$1.88,Lyle Tiberius Rourke,Cunning Mercenary
8,0,Milo Thatch*Clever Cartographer,3,79,Emerald,Common,$0.04,$0.16,Milo Thatch,Clever Cartographer
8,0,Milo Thatch*King of Atlantis,3,80,Emerald,Legendary,$1.15,$2.41,Milo Thatch,King of Atlantis
10,2,Morph*Space Goo,3,81,Emerald,Rare,$1.09,$3.82,Morph,Space Goo
11,2,Peter Pan*Lost Boy Leader,3,82,Emerald,Rare,$0.11,$0.16,Peter Pan,Lost Boy Leader
8,1,Prince John*Phony King,3,83,Emerald,Uncommon,$0.06,$0.23,Prince John,Phony King
9,1,Robin Hood*Daydreamer,3,84,Emerald,Rare,$0.16,$0.52,Robin Hood,Daydreamer
9,1,Shenzi*Hyena Pack Leader,3,85,Emerald,Super Rare,$0.21,$0.55,Shenzi,Hyena Pack Leader
8,4,Sir Hiss*Aggravating Asp,3,86,Emerald,Common,$0.08,$0.30,Sir Hiss,Aggravating Asp
8,2,Skippy*Energetic Rabbit,3,87,Emerald,Common,$0.03,$0.15,Skippy,Energetic Rabbit
8,1,Starkey*Devious Pirate,3,88,Emerald,Uncommon,$0.04,$0.20,Starkey,Devious Pirate
12,1,Stitch*Covert Agent,3,89,Emerald,Rare,$0.16,$0.28,Stitch,Covert Agent
10,0,Ursula*Deceiver,3,90,Emerald,Uncommon,$0.57,$2.65,Ursula,Deceiver
4,1,Ursula*Deceiver of All,3,91,Emerald,Legendary,$12.32,$18.28,Ursula,Deceiver of All
8,2,Wildcat*Mechanic,3,92,Emerald,Uncommon,$0.05,$0.26,Wildcat,Mechanic
8,2,Zazu*Steward of the Pride Lands,3,93,Emerald,Common,$0.04,$0.17,Zazu,Steward of the Pride Lands
8,4,Has Set My Heaaaaaaart . . .,3,94,Emerald,Uncommon,$0.07,$0.22,Has Set My Heaaaaaaart . . .,
8,3,I Will Find My Way,3,95,Emerald,Common,$0.06,$0.14,I Will Find My Way,
8,2,Strike A Good Match,3,96,Emerald,Common,$0.09,$0.34,Strike A Good Match,
8,2,Airfoil,3,97,Emerald,Common,$0.03,$0.17,Airfoil,
8,0,Robin's Bow,3,98,Emerald,Uncommon,$0.08,$0.25,Robin's Bow,
6,0,Starlight Vial,3,99,Emerald,Rare,$0.17,$0.31,Starlight Vial,
8,3,De Vil Manor*Cruella's Estate,3,100,Emerald,Common,$0.06,$0.17,De Vil Manor,Cruella's Estate
12,0,Fang*River City,3,101,Emerald,Rare,$0.21,$0.68,Fang,River City
8,1,Kuzco's Palace*Home of the Emperor,3,102,Emerald,Uncommon,$0.07,$0.27,Kuzco's Palace,Home of the Emperor
9,0,Ariel*Adventurous Collector,3,103,Ruby,Super Rare,$0.13,$0.66,Ariel,Adventurous Collector
8,2,Billy Bones*Keeper of the Map,3,104,Ruby,Common,$0.03,$0.13,Billy Bones,Keeper of the Map
10,1,Captain Hook*Master Swordsman,3,105,Ruby,Rare,$0.18,$0.49,Captain Hook,Master Swordsman
8,3,Della Duck*Unstoppable Mom,3,106,Ruby,Common,$0.03,$0.18,Della Duck,Unstoppable Mom
8,1,HeiHei*Accidental Explorer,3,107,Ruby,Uncommon,$0.07,$0.45,HeiHei,Accidental Explorer
7,0,Hydra*Deadly Serpent,3,108,Ruby,Legendary,$1.05,$2.96,Hydra,Deadly Serpent
5,2,Jim Hawkins*Space Traveler,3,109,Ruby,Legendary,$4.57,$10.63,Jim Hawkins,Space Traveler
8,8,Jim Hawkins*Thrill Seeker,3,110,Ruby,Common,$0.04,$0.15,Jim Hawkins,Thrill Seeker
8,3,Kakamora*Menacing Sailor,3,111,Ruby,Common,$0.04,$0.16,Kakamora,Menacing Sailor
9,2,Madame Medusa*The Boss,3,112,Ruby,Super Rare,$0.72,$6.64,Madame Medusa,The Boss
8,1,Maui*Soaring Demigod,3,113,Ruby,Uncommon,$0.04,$0.21,Maui,Soaring Demigod
12,1,Maui*Whale,3,114,Ruby,Rare,$0.11,$0.32,Maui,Whale
8,2,Milo Thatch*Spirited Scholar,3,115,Ruby,Common,,,Milo Thatch,Spirited Scholar
15,2,Moana*Born Leader,3,116,Ruby,Rare,$0.16,$0.26,Moana,Born Leader
8,1,Moana*Undeterred Voyager,3,117,Ruby,Common,$0.03,$0.15,Moana,Undeterred Voyager
8,1,Nutsy*Vulture Henchman,3,118,Ruby,Common,$0.04,$0.12,Nutsy,Vulture Henchman
8,0,Peter Pan*Never Land Hero,3,119,Ruby,Common,$0.04,$0.15,Peter Pan,Never Land Hero
10,3,Peter Pan*Pirate's Bane,3,120,Ruby,Rare,$0.14,$0.46,Peter Pan,Pirate's Bane
6,4,Prince Eric*Expert Helmsman,3,121,Ruby,Super Rare,$0.26,$1.64,Prince Eric,Expert Helmsman
8,1,Scroop*Backstabber,3,122,Ruby,Uncommon,$0.06,$0.19,Scroop,Backstabber
8,0,Simba*Scrappy Cub,3,123,Ruby,Rare,$0.21,$0.65,Simba,Scrappy Cub
8,2,Slightly*Lost Boy,3,124,Ruby,Uncommon,$0.05,$0.17,Slightly,Lost Boy
8,4,Stitch*Little Rocket,3,125,Ruby,Common,$0.05,$0.23,Stitch,Little Rocket
8,1,Trigger*Not-So-Sharp Shooter,3,126,Ruby,Uncommon,$0.04,$0.19,Trigger,Not-So-Sharp Shooter
8,0,Webby Vanderquack*Enthusiastic Duck,3,127,Ruby,Common,$0.03,$0.13,Webby Vanderquack,Enthusiastic Duck
8,2,Divebomb,3,128,Ruby,Uncommon,$0.04,$0.18,Divebomb,
8,2,I've Got a Dream,3,129,Ruby,Uncommon,$0.06,$0.23,I've Got a Dream,
11,1,On Your Feet! Now!,3,130,Ruby,Rare,$0.12,$0.38,On Your Feet! Now!,
8,3,Voyage,3,131,Ruby,Common,$0.05,$0.17,Voyage,
11,0,Maui's Fish Hook,3,132,Ruby,Rare,$0.14,$0.87,Maui's Fish Hook,
8,1,Sumerian Talisman,3,133,Ruby,Uncommon,$0.06,$0.25,Sumerian Talisman,
8,5,Agrabah*Marketplace,3,134,Ruby,Common,$0.07,$0.17,Agrabah,Marketplace
8,2,Jolly Roger*Hook's Ship,3,135,Ruby,Uncommon,$0.12,$0.43,Jolly Roger,Hook's Ship
10,0,RLS Legacy*Solar Galleon,3,136,Ruby,Rare,$0.49,$1.38,RLS Legacy,Solar Galleon
8,3,Audrey Ramirez*The Engineer,3,137,Sapphire,Rare,$0.11,$0.30,Audrey Ramirez,The Engineer
8,3,Captain Amelia*First In Command,3,138,Sapphire,Common,$0.04,$0.16,Captain Amelia,First In Command
8,0,Dewey*Showy Nephew,3,139,Sapphire,Uncommon,$0.04,$0.25,Dewey,Showy Nephew
8,2,Flintheart Glomgold*Lone Cheater,3,140,Sapphire,Uncommon,$0.04,$0.20,Flintheart Glomgold,Lone Cheater
8,1,Genie*Cramped in the Lamp,3,141,Sapphire,Uncommon,$0.06,$0.22,Genie,Cramped in the Lamp
9,3,Gramma Tala*Keeper of Ancient Stories,3,142,Sapphire,Common,$0.11,$1.26,Gramma Tala,Keeper of Ancient Stories
5,0,Gramma Tala*Spirit of the Ocean,3,143,Sapphire,Legendary,$1.30,$4.15,Gramma Tala,Spirit of the Ocean
13,1,Gyro Gearloose*Gadget Whiz,3,144,Sapphire,Rare,$0.08,$0.33,Gyro Gearloose,Gadget Whiz
12,1,Huey*Savvy Nephew,3,145,Sapphire,Rare,$0.13,$0.42,Huey,Savvy Nephew
8,2,King Louie*Bandleader,3,146,Sapphire,Common,$0.04,$0.11,King Louie,Bandleader
8,1,Kit Cloudkicker*Navigator,3,147,Sapphire,Uncommon,$0.07,$0.32,Kit Cloudkicker,Navigator
8,1,Kit Cloudkicker*Spunky Bear Cub,3,148,Sapphire,Common,$0.04,$0.17,Kit Cloudkicker,Spunky Bear Cub
8,2,Louie*Chill Nephew,3,149,Sapphire,Common,$0.04,$0.19,Louie,Chill Nephew
8,3,Maid Marian*Delightful Dreamer,3,150,Sapphire,Common,$0.05,$0.13,Maid Marian,Delightful Dreamer
9,1,Mama Odie*Mystical Maven,3,151,Sapphire,Rare,$0.12,$0.51,Mama Odie,Mystical Maven
8,1,Pluto*Mickey's Clever Friend,3,152,Sapphire,Common,$0.04,$0.20,Pluto,Mickey's Clever Friend
9,1,Rufus*Orphanage Cat,3,153,Sapphire,Common,$0.06,$0.13,Rufus,Orphanage Cat
6,2,Scrooge McDuck*Richest Duck in the World,3,154,Sapphire,Super Rare,$0.11,$0.32,Scrooge McDuck,Richest Duck in the World
8,2,Scrooge Mcduck*Uncle Moneybags,3,155,Sapphire,Uncommon,$0.04,$0.43,Scrooge Mcduck,Uncle Moneybags
8,0,The Queen*Mirror Seeker,3,156,Sapphire,Uncommon,$0.06,$0.27,The Queen,Mirror Seeker
7,2,Tinker Bell*Very Clever Fairy,3,157,Sapphire,Super Rare,$0.16,$0.42,Tinker Bell,Very Clever Fairy
7,0,Wendy Darling*Authority on Peter Pan,3,158,Sapphire,Super Rare,$0.19,$0.88,Wendy Darling,Authority on Peter Pan
8,3,Distract,3,159,Sapphire,Common,$0.07,$0.12,Distract,
9,1,Friend Like Me,3,160,Sapphire,Rare,$0.13,$0.95,Friend Like Me,
9,3,How Far I'll Go,3,161,Sapphire,Uncommon,$0.20,$1.16,How Far I'll Go,
8,2,Repair,3,162,Sapphire,Common,$0.04,$0.14,Repair,
14,0,Aurelian Gyrosensor,3,163,Sapphire,Rare,$0.17,$0.49,Aurelian Gyrosensor,
9,2,Heart of Te Fiti,3,164,Sapphire,Rare,$0.17,$0.45,Heart of Te Fiti,
6,0,Lucky Dime,3,165,Sapphire,Legendary,$9.85,$17.67,Lucky Dime,
8,1,Scrooge's Top Hat,3,166,Sapphire,Uncommon,$0.06,$0.26,Scrooge's Top Hat,
8,1,Vault Door,3,167,Sapphire,Common,$0.03,$0.15,Vault Door,
10,0,Belle's House*Maurice's Workshop,3,168,Sapphire,Rare,$0.11,$0.41,Belle's House,Maurice's Workshop
8,1,McDuck Manor*Scrooge's Mansion,3,169,Sapphire,Common,$0.17,$2.58,McDuck Manor,Scrooge's Mansion
8,1,Motunui*Island Paradise,3,170,Sapphire,Uncommon,$0.08,$0.37,Motunui,Island Paradise
8,5,Chief Tui*Proud of Motunui,3,171,Steel,Common,$0.04,$0.12,Chief Tui,Proud of Motunui
8,1,Eeyore*Overstuffed Donkey,3,172,Steel,Common,$0.07,$0.29,Eeyore,Overstuffed Donkey
8,3,Gustav The Giant*Terror of the Kingdom,3,173,Steel,Rare,$0.12,$0.51,Gustav The Giant,Terror of the Kingdom
9,1,Hades*Hotheaded Ruler,3,174,Steel,Rare,$0.16,$0.55,Hades,Hotheaded Ruler
8,2,Helga Sinclair*Right-Hand Woman,3,175,Steel,Common,$0.04,$0.19,Helga Sinclair,Right-Hand Woman
11,0,John Silver*Greedy Treasure Seeker,3,176,Steel,Rare,$0.86,$2.17,John Silver,Greedy Treasure Seeker
9,3,Kida*Royal Warrior,3,177,Steel,Common,$0.05,$0.25,Kida,Royal Warrior
13,0,Little John*Resourceful Outlaw,3,178,Steel,Super Rare,$0.21,$0.64,Little John,Resourceful Outlaw
8,2,Little John*Robin's Pal,3,179,Steel,Uncommon,$0.09,$0.22,Little John,Robin's Pal
8,1,Lythos*Rock Titan,3,180,Steel,Uncommon,$0.08,$0.26,Lythos,Rock Titan
8,3,Mickey Mouse*Stalwart Explorer,3,181,Steel,Common,$0.04,$0.17,Mickey Mouse,Stalwart Explorer
7,0,Mickey Mouse*Trumpeter,3,182,Steel,Legendary,$1.36,$3.09,Mickey Mouse,Trumpeter
8,1,Minnie Mouse*Funky Spelunker,3,183,Steel,Common,$0.03,$0.17,Minnie Mouse,Funky Spelunker
10,3,Mr. Smee*Bumbling Mate,3,184,Steel,Uncommon,$1.27,$9.73,Mr. Smee,Bumbling Mate
10,1,Mufasa*Champion of the Pride Lands,3,185,Steel,Rare,$0.11,$0.32,Mufasa,Champion of the Pride Lands
8,1,Nala*Fierce Friend,3,186,Steel,Uncommon,$0.05,$0.22,Nala,Fierce Friend
11,2,Pyros*Lava Titan,3,187,Steel,Rare,$0.20,$0.91,Pyros,Lava Titan
8,2,Razoul*Palace Guard,3,188,Steel,Common,$0.03,$0.15,Razoul,Palace Guard
12,0,Robin Hood*Beloved Outlaw,3,189,Steel,Common,$0.11,$1.30,Robin Hood,Beloved Outlaw
6,2,Robin Hood*Champion of Sherwood,3,190,Steel,Legendary,$24.81,$32.61,Robin Hood,Champion of Sherwood
8,0,Sheriff of Nottingham*Corrupt Official,3,191,Steel,Super Rare,$0.24,$0.46,Sheriff of Nottingham,Corrupt Official
12,0,Simba*Fighting Prince,3,192,Steel,Super Rare,$0.22,$1.77,Simba,Fighting Prince
8,3,Simba*Rightful King,3,193,Steel,Uncommon,$0.05,$0.26,Simba,Rightful King
8,0,Thaddeus E. Klang*Metallic Leader,3,194,Steel,Uncommon,$0.04,$0.17,Thaddeus E. Klang,Metallic Leader
10,0,And Then Along Came Zeus,3,195,Steel,Rare,$3.73,$8.13,And Then Along Came Zeus,
12,1,Ba-boom!,3,196,Steel,Common,$0.11,$0.49,Ba-boom!,
8,4,Olympus Would Be That Way,3,197,Steel,Common,$0.05,$0.15,Olympus Would Be That Way,
8,2,Rise of the Titans,3,198,Steel,Uncommon,$0.11,$0.47,Rise of the Titans,
8,2,Captain Hook's Rapier,3,199,Steel,Uncommon,$0.09,$0.29,Captain Hook's Rapier,
8,2,Gizmosuit,3,200,Steel,Common,$0.03,$0.15,Gizmosuit,
9,1,Map of Treasure Planet,3,201,Steel,Rare,$0.23,$0.54,Map of Treasure Planet,
9,2,Maui's Place of Exile*Hidden Island,3,202,Steel,Rare,$0.16,$0.39,Maui's Place of Exile,Hidden Island
8,2,Nottingham*Prince John's Castle,3,203,Steel,Common,$0.07,$0.19,Nottingham,Prince John's Castle
8,0,The Bayou*Mysterious Swamp,3,204,Steel,Uncommon,$0.16,$0.52,The Bayou,Mysterious Swamp
0,0,Chernabog*Evildoer,3,205,Amber,Enchanted,$77.36,$77.36,Chernabog,Evildoer
0,0,Kida*Protector of Atlantis,3,206,Amber,Enchanted,$93.75,$93.75,Kida,Protector of Atlantis
0,0,Pride Lands*Pride Rock,3,207,Amber,Enchanted,$50.50,$50.50,Pride Lands,Pride Rock
0,0,Jafar*Striking Illusionist,3,208,Amethyst,Enchanted,$98.61,$98.61,Jafar,Striking Illusionist
0,0,Maleficent*Mistress of All Evil,3,209,Amethyst,Enchanted,$68.95,$68.95,Maleficent,Mistress of All Evil
0,1,The Sorcerer's Hat,3,210,Amethyst,Enchanted,$47.63,$47.63,The Sorcerer's Hat,
0,1,Morph*Space Goo,3,211,Emerald,Enchanted,$106.48,$106.48,Morph,Space Goo
0,0,Ursula*Deceiver of All,3,212,Emerald,Enchanted,$162.44,$162.44,Ursula,Deceiver of All
0,0,Kuzco's Palace*Home of the Emperor,3,213,Emerald,Enchanted,$30.65,$30.65,Kuzco's Palace,Home of the Emperor
0,0,Captain Hook*Master Swordsman,3,214,Ruby,Enchanted,$46.51,$46.51,Captain Hook,Master Swordsman
0,2,Peter Pan*Pirate's Bane,3,215,Ruby,Enchanted,$66.07,$66.07,Peter Pan,Pirate's Bane
0,1,RLS Legacy*Solar Galleon,3,216,Ruby,Enchanted,$43.05,$43.05,RLS Legacy,Solar Galleon
0,2,Gramma Tala*Spirit of the Ocean,3,217,Sapphire,Enchanted,$46.48,$46.48,Gramma Tala,Spirit of the Ocean
0,0,Scrooge McDuck*Richest Duck in the World,3,218,Sapphire,Enchanted,$72.15,$72.15,Scrooge McDuck,Richest Duck in the World
0,0,Belle's House*Maurice's Workshop,3,219,Sapphire,Enchanted,$28.71,$28.71,Belle's House,Maurice's Workshop
0,0,Mickey Mouse*Trumpeter,3,220,Steel,Enchanted,$59.32,$59.32,Mickey Mouse,Trumpeter
0,0,Robin Hood*Champion of Sherwood,3,221,Steel,Enchanted,$158.72,$158.72,Robin Hood,Champion of Sherwood
0,1,And Then Along Came Zeus,3,222,Steel,Enchanted,$171.32,$171.32,And Then Along Came Zeus,
0,2,Piglet*Pooh Pirate Captain,3,223,Amber,Super Rare,$5.83,$5.83,Piglet,Pooh Pirate Captain
8,2,Agustin Madrigal*Clumsy Dad,4,1,Amber,Common,$0.04,$0.18,Agustin Madrigal,Clumsy Dad
9,0,Alma Madrigal*Family Matriarch,4,2,Amber,Rare,$0.28,$0.82,Alma Madrigal,Family Matriarch
12,1,Ariel*Singing Mermaid,4,3,Amber,Rare,$0.22,$0.83,Ariel,Singing Mermaid
5,1,Cinderella*Melody Weaver,4,4,Amber,Legendary,$1.24,$2.68,Cinderella,Melody Weaver
8,2,Cogsworth*Majordomo,4,5,Amber,Common,$0.06,$0.23,Cogsworth,Majordomo
8,2,Daisy Duck*Lovely Lady,4,6,Amber,Uncommon,$0.07,$0.26,Daisy Duck,Lovely Lady
8,2,Daisy Duck*Musketeer Spy,4,7,Amber,Common,$0.07,$0.26,Daisy Duck,Musketeer Spy
8,1,Donald Duck*Musketeer Soldier,4,8,Amber,Uncommon,$0.27,$2.40,Donald Duck,Musketeer Soldier
8,4,Félix Madrigal*Fun-Loving Family Man,4,9,Amber,Uncommon,$0.05,$0.30,Félix Madrigal,Fun-Loving Family Man
8,1,Gaston*Despicable Dealer,4,10,Amber,Super Rare,$0.33,$1.25,Gaston,Despicable Dealer
6,1,Golden Harp*Enchanter of the Land,4,11,Amber,Rare,$0.14,$0.71,Golden Harp,Enchanter of the Land
9,1,Goofy*Musketeer Swordsman,4,12,Amber,Rare,$0.14,$0.53,Goofy,Musketeer Swordsman
8,0,Julieta Madrigal*Excellent Cook,4,13,Amber,Uncommon,$0.15,$0.94,Julieta Madrigal,Excellent Cook
8,4,Max*Loyal Sheepdog,4,14,Amber,Common,$0.04,$0.16,Max,Loyal Sheepdog
8,0,Mickey Mouse*Leader of the Band,4,15,Amber,Uncommon,$0.05,$0.30,Mickey Mouse,Leader of the Band
8,0,Mickey Mouse*Musketeer Captain,4,16,Amber,Legendary,$1.04,$2.37,Mickey Mouse,Musketeer Captain
10,0,Minnie Mouse*Musketeer Champion,4,17,Amber,Super Rare,$0.19,$0.69,Minnie Mouse,Musketeer Champion
8,3,Mirabel Madrigal*Gift of the Family,4,18,Amber,Super Rare,$0.25,$0.31,Mirabel Madrigal,Gift of the Family
8,1,Mirabel Madrigal*Prophecy Finder,4,19,Amber,Common,$0.06,$0.28,Mirabel Madrigal,Prophecy Finder
8,1,Pluto*Rescue Dog,4,20,Amber,Common,$0.03,$0.16,Pluto,Rescue Dog
8,2,Prince Eric*Seafaring Prince,4,21,Amber,Common,$0.05,$0.14,Prince Eric,Seafaring Prince
8,2,Prince Eric*Ursula's Groom,4,22,Amber,Uncommon,$0.06,$0.31,Prince Eric,Ursula's Groom
8,2,Stitch*Alien Dancer,4,23,Amber,Common,$0.05,$0.26,Stitch,Alien Dancer
7,0,Ursula*Eric's Bride,4,24,Amber,Rare,$0.23,$0.95,Ursula,Eric's Bride
8,0,Ursula*Vanessa,4,25,Amber,Common,$0.10,$0.55,Ursula,Vanessa
8,1,Bruno's Return,4,26,Amber,Uncommon,$0.07,$0.28,Bruno's Return,
8,4,First Aid,4,27,Amber,Common,$0.07,$0.14,First Aid,
9,1,Look At This Family,4,28,Amber,Rare,$0.16,$0.59,Look At This Family,
8,1,Lost In The Woods,4,29,Amber,Uncommon,$0.05,$0.32,Lost In The Woods,
8,3,Sign The Scroll,4,30,Amber,Uncommon,$0.10,$0.24,Sign The Scroll,
7,1,Miracle Candle,4,31,Amber,Rare,$0.20,$0.53,Miracle Candle,
8,4,Record Player,4,32,Amber,Common,$0.07,$0.21,Record Player,
8,4,Atlantica*Concert Hall,4,33,Amber,Common,$0.04,$0.16,Atlantica,Concert Hall
10,1,The Underworld*River Styx,4,34,Amber,Rare,$0.20,$1.02,The Underworld,River Styx
8,1,Antonio Madrigal*Animal Expert,4,35,Amethyst,Uncommon,$0.06,$0.27,Antonio Madrigal,Animal Expert
8,0,Belle*Accomplished Mystic,4,36,Amethyst,Super Rare,$2.01,$12.43,Belle,Accomplished Mystic
8,1,Belle*Untrained Mystic,4,37,Amethyst,Common,$0.09,$0.21,Belle,Untrained Mystic
8,2,Bruno Madrigal*Out of the Shadows,4,38,Amethyst,Rare,$0.19,$0.23,Bruno Madrigal,Out of the Shadows
6,2,Bruno Madrigal*Undetected Uncle,4,39,Amethyst,Super Rare,$1.10,$1.95,Bruno Madrigal,Undetected Uncle
8,2,Camilo Madrigal*Prankster,4,40,Amethyst,Uncommon,$0.09,$0.38,Camilo Madrigal,Prankster
8,4,Dolores Madrigal*Easy Listener,4,41,Amethyst,Common,$0.08,$0.25,Dolores Madrigal,Easy Listener
7,0,Elsa*Storm Chaser,4,42,Amethyst,Rare,$0.16,$0.72,Elsa,Storm Chaser
8,3,"Flotsam*Ursula's ""Baby""",4,43,Amethyst,Uncommon,$0.07,$0.22,Flotsam,"Ursula's ""Baby"""
8,1,Flotsam & Jetsam*Entangling Eels,4,44,Amethyst,Uncommon,$0.10,$0.25,Flotsam & Jetsam,Entangling Eels
10,2,Isabela Madrigal*Golden Child,4,45,Amethyst,Rare,$0.19,$1.06,Isabela Madrigal,Golden Child
8,2,"Jetsam*Ursula's ""Baby""",4,46,Amethyst,Common,$0.08,$0.15,Jetsam,"Ursula's ""Baby"""
8,2,Luisa Madrigal*Magically Strong One,4,47,Amethyst,Common,$0.08,$0.16,Luisa Madrigal,Magically Strong One
8,3,Magic Broom*Illuminary Keeper,4,48,Amethyst,Common,$0.49,$4.77,Magic Broom,Illuminary Keeper
8,2,Magic Broom*Lively Sweeper,4,49,Amethyst,Common,$0.08,$0.25,Magic Broom,Lively Sweeper
8,1,Magical Maid*Feather Duster,4,50,Amethyst,Uncommon,$0.13,$0.24,Magical Maid,Feather Duster
8,1,Marshmallow*Terrifying Snowman,4,51,Amethyst,Uncommon,$0.07,$0.26,Marshmallow,Terrifying Snowman
8,1,Mrs. Potts*Enchanted Teapot,4,52,Amethyst,Rare,$0.14,$0.48,Mrs. Potts,Enchanted Teapot
12,2,Pepa Madrigal*Weather Maker,4,53,Amethyst,Rare,$0.17,$0.41,Pepa Madrigal,Weather Maker
8,0,Peter Pan*Shadow Finder,4,54,Amethyst,Super Rare,$0.35,$2.12,Peter Pan,Shadow Finder
8,5,Pico*Helpful Toucan,4,55,Amethyst,Common,$0.04,$0.15,Pico,Helpful Toucan
8,2,Tick-Tock*Ever-Present Pursuer,4,56,Amethyst,Common,$0.05,$0.12,Tick-Tock,Ever-Present Pursuer
8,2,Ursula*Mad Sea Witch,4,57,Amethyst,Uncommon,$0.10,$0.42,Ursula,Mad Sea Witch
4,0,Ursula*Sea Witch Queen,4,58,Amethyst,Legendary,$5.22,$7.88,Ursula,Sea Witch Queen
3,0,Yen Sid*Powerful Sorcerer,4,59,Amethyst,Legendary,$6.42,$7.94,Yen Sid,Powerful Sorcerer
8,2,Poor Unfortunate Souls,4,60,Amethyst,Common,$0.05,$0.21,Poor Unfortunate Souls,
10,1,Second Star To The Right,4,61,Amethyst,Rare,$0.14,$0.58,Second Star To The Right,
8,1,Swing Into Action,4,62,Amethyst,Common,$0.06,$0.16,Swing Into Action,
8,1,Ursula's Plan,4,63,Amethyst,Uncommon,$0.05,$0.28,Ursula's Plan,
11,1,Mystical Rose,4,64,Amethyst,Rare,$0.14,$0.50,Mystical Rose,
8,1,Rose Lantern,4,65,Amethyst,Common,$0.05,$0.21,Rose Lantern,
8,1,Triton's Trident,4,66,Amethyst,Uncommon,$0.05,$0.30,Triton's Trident,
8,2,Casa Madrigal*Casita,4,67,Amethyst,Common,$0.05,$0.22,Casa Madrigal,Casita
9,0,Ursula's Lair*Eye of the Storm,4,68,Amethyst,Rare,$0.11,$0.51,Ursula's Lair,Eye of the Storm
8,3,Cri-Kee*Lucky Cricket,4,69,Emerald,Rare,$0.35,$1.68,Cri-Kee,Lucky Cricket
3,1,Diablo*Devoted Herald,4,70,Emerald,Legendary,$22.76,$27.67,Diablo,Devoted Herald
8,3,Diablo*Maleficent's Spy,4,71,Emerald,Common,$0.14,$0.68,Diablo,Maleficent's Spy
8,3,Gunther*Interior Designer,4,72,Emerald,Common,$0.04,$0.12,Gunther,Interior Designer
8,1,Gus*Champion of Cheese,4,73,Emerald,Common,$0.06,$0.36,Gus,Champion of Cheese
5,1,Hades*Double Dealer,4,74,Emerald,Legendary,$1.29,$3.78,Hades,Double Dealer
8,2,HeiHei*Bumbling Rooster,4,75,Emerald,Uncommon,$0.12,$0.75,HeiHei,Bumbling Rooster
8,2,Hera*Queen of the Gods,4,76,Emerald,Rare,$0.15,$0.52,Hera,Queen of the Gods
8,0,Jaq*Connoisseur of Climbing,4,77,Emerald,Common,$0.06,$0.24,Jaq,Connoisseur of Climbing
9,1,Jasmine*Desert Warrior,4,78,Emerald,Rare,$0.20,$0.66,Jasmine,Desert Warrior
8,4,Megara*Captivating Cynic,4,79,Emerald,Common,$0.07,$0.22,Megara,Captivating Cynic
8,2,Megara*Liberated One,4,80,Emerald,Uncommon,$0.10,$0.45,Megara,Liberated One
8,2,Pain*Immortal Sidekick,4,81,Emerald,Uncommon,$0.06,$0.37,Pain,Immortal Sidekick
8,2,Panic*Immortal Sidekick,4,82,Emerald,Uncommon,$0.05,$0.25,Panic,Immortal Sidekick
8,3,Pegasus*Cloud Racer,4,83,Emerald,Uncommon,$0.23,$1.23,Pegasus,Cloud Racer
8,1,Pegasus*Gift for Hercules,4,84,Emerald,Common,$0.14,$0.68,Pegasus,Gift for Hercules
7,0,Pete*Born to Cheat,4,85,Emerald,Super Rare,$0.11,$0.40,Pete,Born to Cheat
8,1,Pete*Rotten Guy,4,86,Emerald,Uncommon,$0.05,$0.25,Pete,Rotten Guy
8,0,Prince Phillip*Vanquisher of Foes,4,87,Emerald,Super Rare,$0.26,$0.96,Prince Phillip,Vanquisher of Foes
7,0,Prince Phillip*Warden of the Woods,4,88,Emerald,Rare,$0.13,$0.39,Prince Phillip,Warden of the Woods
8,5,The Fates*Only One Eye,4,89,Emerald,Common,$0.05,$0.16,The Fates,Only One Eye
10,0,The Muses*Proclaimers of Heroes,4,90,Emerald,Rare,$1.29,$6.56,The Muses,Proclaimers of Heroes
